timestamp,datetime,pod,storage_used,total_storage
1773254354.3488417,2026-03-12T00:09:14.348843,mongodb,10.432472229003906,10
1773254359.6134923,2026-03-12T00:09:19.613494,mongodb,9.786502838134766,10
1773254364.9438164,2026-03-12T00:09:24.943818,mongodb,0.19708633422851562,10
1773254370.1948433,2026-03-12T00:09:30.194844,mongodb,0.19708633422851562,10
1773254375.4845755,2026-03-12T00:09:35.484577,mongodb,0.19708633422851562,10
1773254380.9335396,2026-03-12T00:09:40.933541,mongodb,0.19709396362304688,10
1773254386.22302,2026-03-12T00:09:46.223021,mongodb,0.373931884765625,10
1773254391.5232549,2026-03-12T00:09:51.523256,mongodb,0.5746192932128906,10
1773254396.8894513,2026-03-12T00:09:56.889453,mongodb,0.7196846008300781,10
1773254402.2735875,2026-03-12T00:10:02.273589,mongodb,0.8805809020996094,10
1773254407.6859665,2026-03-12T00:10:07.685968,mongodb,0.9362106323242188,10
1773254413.1586466,2026-03-12T00:10:13.158648,mongodb,1.0972824096679688,10
1773254418.540315,2026-03-12T00:10:18.540316,mongodb,1.1766777038574219,10
1773254424.1535752,2026-03-12T00:10:24.153576,mongodb,0.8526840209960938,10
1773254429.5164528,2026-03-12T00:10:29.516454,mongodb,1.021636962890625,10
1773254435.0452466,2026-03-12T00:10:35.045248,mongodb,1.07720947265625,10
1773254440.4949322,2026-03-12T00:10:40.494934,mongodb,1.2222900390625,10
1773254445.9427805,2026-03-12T00:10:45.942782,mongodb,1.2858428955078125,10
1773254451.4229755,2026-03-12T00:10:51.422977,mongodb,1.4150657653808594,10
1773254456.8707588,2026-03-12T00:10:56.870763,mongodb,1.462677001953125,10
1773254462.3376555,2026-03-12T00:11:02.337658,mongodb,1.6394767761230469,10
1773254467.809257,2026-03-12T00:11:07.809259,mongodb,1.6712150573730469,10
1773254473.3375797,2026-03-12T00:11:13.337581,mongodb,1.8005638122558594,10
1773254478.7500153,2026-03-12T00:11:18.750017,mongodb,1.8719863891601562,10
1773254484.182336,2026-03-12T00:11:24.182337,mongodb,1.37115478515625,10
1773254489.5926363,2026-03-12T00:11:29.592638,mongodb,1.5400772094726562,10
1773254495.164138,2026-03-12T00:11:35.164139,mongodb,1.5797500610351562,10
1773254500.548813,2026-03-12T00:11:40.548814,mongodb,1.7407188415527344,10
1773254505.9271424,2026-03-12T00:11:45.927144,mongodb,1.7960243225097656,10
1773254511.445821,2026-03-12T00:11:51.445822,mongodb,1.9651603698730469,10
1773254516.9085376,2026-03-12T00:11:56.908539,mongodb,2.1101913452148438,10
1773254522.3724618,2026-03-12T00:12:02.372463,mongodb,2.1499557495117188,10
1773254527.8530488,2026-03-12T00:12:07.853050,mongodb,2.318401336669922,10
1773254533.3272142,2026-03-12T00:12:13.327216,mongodb,2.350299835205078,10
1773254538.7692094,2026-03-12T00:12:18.769211,mongodb,2.5271682739257812,10
1773254544.2032053,2026-03-12T00:12:24.203206,mongodb,1.9979019165039062,10
1773254549.6688998,2026-03-12T00:12:29.668902,mongodb,2.1350746154785156,10
1773254555.1774018,2026-03-12T00:12:35.177403,mongodb,2.1906166076660156,10
1773254560.62486,2026-03-12T00:12:40.624862,mongodb,2.319965362548828,10
1773254566.1970522,2026-03-12T00:12:46.197054,mongodb,2.391376495361328,10
1773254571.742488,2026-03-12T00:12:51.742489,mongodb,2.5286712646484375,10
1773254577.2658153,2026-03-12T00:12:57.265817,mongodb,2.5762786865234375,10
1773254582.796113,2026-03-12T00:13:02.796114,mongodb,2.737285614013672,10
1773254588.3340576,2026-03-12T00:13:08.334061,mongodb,2.8087730407714844,10
1773254593.8610404,2026-03-12T00:13:13.861042,mongodb,2.9220619201660156,10
1773254599.4043744,2026-03-12T00:13:19.404376,mongodb,2.9798316955566406,10
1773254604.9100828,2026-03-12T00:13:24.910085,mongodb,2.6563072204589844,10
1773254610.5324614,2026-03-12T00:13:30.532464,mongodb,2.695995330810547,10
1773254616.1524456,2026-03-12T00:13:36.152448,mongodb,2.817272186279297,10
1773254621.6122296,2026-03-12T00:13:41.612231,mongodb,2.896533966064453,10
1773254627.1454728,2026-03-12T00:13:47.145475,mongodb,3.0656471252441406,10
1773254632.5916533,2026-03-12T00:13:52.591656,redis,3.678813934326172,10
1773254632.5916533,2026-03-12T00:13:52.591656,mongodb,3.2266159057617188,10
1773254638.6119716,2026-03-12T00:13:58.611974,redis,3.678813934326172,10
1773254638.6119716,2026-03-12T00:13:58.611974,mongodb,3.3876075744628906,10
1773254645.0799966,2026-03-12T00:14:05.079999,redis,3.678813934326172,10
1773254645.0799966,2026-03-12T00:14:05.079999,mongodb,3.4193458557128906,10
1773254651.1802175,2026-03-12T00:14:11.180219,redis,3.678813934326172,10
1773254651.1802175,2026-03-12T00:14:11.180219,mongodb,3.6041603088378906,10
1773254657.049151,2026-03-12T00:14:17.049152,redis,3.678813934326172,10
1773254657.049151,2026-03-12T00:14:17.049152,mongodb,3.75714111328125,10
1773254662.5742393,2026-03-12T00:14:22.574240,redis,3.678813934326172,10
1773254662.5742393,2026-03-12T00:14:22.574240,mongodb,3.186809539794922,10
1773254668.1038315,2026-03-12T00:14:28.103833,redis,3.678813934326172,10
1773254668.1038315,2026-03-12T00:14:28.103833,mongodb,3.3448486328125,10
1773254673.626949,2026-03-12T00:14:33.626951,redis,3.678813934326172,10
1773254673.626949,2026-03-12T00:14:33.626951,mongodb,3.5217056274414062,10
1773254679.13981,2026-03-12T00:14:39.139812,redis,3.678813934326172,10
1773254679.13981,2026-03-12T00:14:39.139812,mongodb,3.5614471435546875,10
1773254684.6676471,2026-03-12T00:14:44.667648,redis,3.678813934326172,10
1773254684.6676471,2026-03-12T00:14:44.667648,mongodb,3.7303199768066406,10
1773254690.2154698,2026-03-12T00:14:50.215471,redis,3.678813934326172,10
1773254690.2154698,2026-03-12T00:14:50.215471,mongodb,3.9150733947753906,10
1773254695.8589425,2026-03-12T00:14:55.858945,redis,3.678813934326172,10
1773254695.8589425,2026-03-12T00:14:55.858945,mongodb,4.084079742431641,10
1773254701.7044177,2026-03-12T00:15:01.704420,redis,3.678813934326172,10
1773254701.7044177,2026-03-12T00:15:01.704420,mongodb,4.179168701171875,10
1773254707.3175678,2026-03-12T00:15:07.317570,redis,3.678813934326172,10
1773254707.3175678,2026-03-12T00:15:07.317570,mongodb,4.4933624267578125,10
1773254712.989376,2026-03-12T00:15:12.989377,redis,3.678813934326172,10
1773254712.989376,2026-03-12T00:15:12.989377,mongodb,4.702056884765625,10
1773254718.6122978,2026-03-12T00:15:18.612299,redis,3.678813934326172,10
1773254718.6122978,2026-03-12T00:15:18.612299,mongodb,4.918670654296875,10
1773254724.2439573,2026-03-12T00:15:24.243959,redis,3.678813934326172,10
1773254724.2439573,2026-03-12T00:15:24.243959,mongodb,4.285484313964844,10
1773254729.826351,2026-03-12T00:15:29.826352,redis,3.678813934326172,10
1773254729.826351,2026-03-12T00:15:29.826352,mongodb,4.478233337402344,10
1773254735.4488018,2026-03-12T00:15:35.448804,redis,3.678813934326172,10
1773254735.4488018,2026-03-12T00:15:35.448804,mongodb,4.768413543701172,10
1773254741.1893563,2026-03-12T00:15:41.189358,redis,3.678813934326172,10
1773254741.1893563,2026-03-12T00:15:41.189358,mongodb,5.000984191894531,10
1773254746.782077,2026-03-12T00:15:46.782079,redis,3.678813934326172,10
1773254746.782077,2026-03-12T00:15:46.782079,mongodb,5.193775177001953,10
1773254752.3859148,2026-03-12T00:15:52.385916,redis,3.678813934326172,10
1773254752.3859148,2026-03-12T00:15:52.385916,mongodb,5.4341278076171875,10
1773254757.9968846,2026-03-12T00:15:57.996885,redis,3.678813934326172,10
1773254757.9968846,2026-03-12T00:15:57.996885,mongodb,5.642734527587891,10
1773254763.7178314,2026-03-12T00:16:03.717833,redis,3.678813934326172,10
1773254763.7178314,2026-03-12T00:16:03.717833,mongodb,5.821250915527344,10
1773254769.45335,2026-03-12T00:16:09.453352,redis,3.678813934326172,10
1773254769.45335,2026-03-12T00:16:09.453352,mongodb,6.037818908691406,10
1773254775.1093996,2026-03-12T00:16:15.109402,redis,3.678813934326172,10
1773254775.1093996,2026-03-12T00:16:15.109402,mongodb,6.230354309082031,10
1773254781.0543745,2026-03-12T00:16:21.054377,redis,3.678813934326172,10
1773254781.0543745,2026-03-12T00:16:21.054377,mongodb,5.4307098388671875,10
1773254786.6927874,2026-03-12T00:16:26.692789,redis,3.678813934326172,10
1773254786.6927874,2026-03-12T00:16:26.692789,mongodb,5.619720458984375,10
1773254792.313506,2026-03-12T00:16:32.313507,redis,3.678813934326172,10
1773254792.313506,2026-03-12T00:16:32.313507,mongodb,5.796539306640625,10
1773254797.8825104,2026-03-12T00:16:37.882512,redis,3.678813934326172,10
1773254797.8825104,2026-03-12T00:16:37.882512,mongodb,6.005138397216797,10
1773254803.473027,2026-03-12T00:16:43.473029,redis,3.678813934326172,10
1773254803.473027,2026-03-12T00:16:43.473029,mongodb,6.237766265869141,10
1773254809.1310833,2026-03-12T00:16:49.131085,redis,3.678813934326172,10
1773254809.1310833,2026-03-12T00:16:49.131085,mongodb,6.462154388427734,10
1773254814.719858,2026-03-12T00:16:54.719859,redis,3.678813934326172,10
1773254814.719858,2026-03-12T00:16:54.719859,mongodb,6.646854400634766,10
1773254821.053304,2026-03-12T00:17:01.053305,redis,3.678813934326172,10
1773254821.053304,2026-03-12T00:17:01.053305,mongodb,6.847599029541016,10
1773254826.7587564,2026-03-12T00:17:06.758758,redis,3.678813934326172,10
1773254826.7587564,2026-03-12T00:17:06.758758,mongodb,7.050868988037109,10
1773254832.5803273,2026-03-12T00:17:12.580330,redis,3.678813934326172,10
1773254832.5803273,2026-03-12T00:17:12.580330,mongodb,7.267417907714844,10
1773254838.3176892,2026-03-12T00:17:18.317691,redis,3.678813934326172,10
1773254838.3176892,2026-03-12T00:17:18.317691,mongodb,7.420589447021484,10
1773254844.034725,2026-03-12T00:17:24.034726,redis,3.678813934326172,10
1773254844.034725,2026-03-12T00:17:24.034726,mongodb,6.454227447509766,10
1773254849.69745,2026-03-12T00:17:29.697451,redis,3.678813934326172,10
1773254849.69745,2026-03-12T00:17:29.697451,mongodb,6.662822723388672,10
1773254855.4049313,2026-03-12T00:17:35.404933,redis,3.678813934326172,10
1773254855.4049313,2026-03-12T00:17:35.404933,mongodb,6.831886291503906,10
1773254861.3000069,2026-03-12T00:17:41.300010,redis,3.678813934326172,10
1773254861.3000069,2026-03-12T00:17:41.300010,mongodb,6.9769134521484375,10
1773254867.2098048,2026-03-12T00:17:47.209807,redis,3.678813934326172,10
1773254867.2098048,2026-03-12T00:17:47.209807,mongodb,7.201454162597656,10
1773254873.1306977,2026-03-12T00:17:53.130700,redis,3.678813934326172,10
1773254873.1306977,2026-03-12T00:17:53.130700,mongodb,7.257026672363281,10
1773254878.9744399,2026-03-12T00:17:58.974442,redis,3.678813934326172,10
1773254878.9744399,2026-03-12T00:17:58.974442,mongodb,7.417999267578125,10
1773254884.9865,2026-03-12T00:18:04.986502,redis,3.678813934326172,10
1773254884.9865,2026-03-12T00:18:04.986502,mongodb,7.586830139160156,10
1773254891.065307,2026-03-12T00:18:11.065308,redis,3.678813934326172,10
1773254891.065307,2026-03-12T00:18:11.065308,mongodb,7.7638702392578125,10
1773254896.8406515,2026-03-12T00:18:16.840653,redis,3.678813934326172,10
1773254896.8406515,2026-03-12T00:18:16.840653,mongodb,7.8433074951171875,10
1773254902.560658,2026-03-12T00:18:22.560659,redis,3.678813934326172,10
1773254902.560658,2026-03-12T00:18:22.560659,mongodb,7.2770233154296875,10
1773254917.9295866,2026-03-12T00:18:37.929588,redis,3.678813934326172,10
1773254917.9295866,2026-03-12T00:18:37.929588,mongodb,7.853466033935547,10
1773254923.6638741,2026-03-12T00:18:43.663876,redis,3.678813934326172,10
1773254923.6638741,2026-03-12T00:18:43.663876,mongodb,8.030433654785156,10
1773254929.2862277,2026-03-12T00:18:49.286229,redis,3.678813934326172,10
1773254929.2862277,2026-03-12T00:18:49.286229,mongodb,8.254932403564453,10
1773254934.898519,2026-03-12T00:18:54.898521,redis,3.678813934326172,10
1773254934.898519,2026-03-12T00:18:54.898521,mongodb,8.431713104248047,10
1773254940.5438504,2026-03-12T00:19:00.543852,redis,3.678813934326172,10
1773254940.5438504,2026-03-12T00:19:00.543852,mongodb,8.648277282714844,10
1773254946.210745,2026-03-12T00:19:06.210747,redis,3.678813934326172,10
1773254946.210745,2026-03-12T00:19:06.210747,mongodb,8.825008392333984,10
1773254951.9211717,2026-03-12T00:19:11.921173,redis,3.678813934326172,10
1773254951.9211717,2026-03-12T00:19:11.921173,mongodb,9.123519897460938,10
1773254957.552385,2026-03-12T00:19:17.552387,mongodb,9.258319854736328,10
1773254963.2076166,2026-03-12T00:19:23.207619,mongodb,8.491695404052734,10
1773254968.5776577,2026-03-12T00:19:28.577659,mongodb,8.55072021484375,10
1773254974.1350267,2026-03-12T00:19:34.135028,mongodb,8.55072021484375,10
1773254979.3847246,2026-03-12T00:19:39.384726,mongodb,8.55072021484375,10
1773254984.6565232,2026-03-12T00:19:44.656524,mongodb,8.55072021484375,10
1773254989.9070635,2026-03-12T00:19:49.907065,mongodb,8.55072021484375,10
1773254995.1723185,2026-03-12T00:19:55.172319,mongodb,8.55072021484375,10
1773255000.4350665,2026-03-12T00:20:00.435068,mongodb,8.55072021484375,10
1773255005.7005184,2026-03-12T00:20:05.700521,mongodb,8.55072021484375,10
1773255011.1336205,2026-03-12T00:20:11.133630,mongodb,8.550724029541016,10
1773255016.3997903,2026-03-12T00:20:16.399791,mongodb,8.550724029541016,10
1773255021.6401954,2026-03-12T00:20:21.640197,mongodb,0.19731521606445312,10
1773255026.8958774,2026-03-12T00:20:26.895879,mongodb,0.19731521606445312,10
1773255032.157475,2026-03-12T00:20:32.157477,mongodb,0.19731521606445312,10
1773255037.4329176,2026-03-12T00:20:37.432919,mongodb,0.19731521606445312,10
1773255042.6919842,2026-03-12T00:20:42.691985,mongodb,0.19731521606445312,10
1773255047.9398882,2026-03-12T00:20:47.939890,mongodb,0.19731903076171875,10
1773255053.189797,2026-03-12T00:20:53.189798,mongodb,0.19731903076171875,10
1773255058.473235,2026-03-12T00:20:58.473236,mongodb,0.19731903076171875,10
1773255063.711968,2026-03-12T00:21:03.711969,mongodb,0.19731903076171875,10
1773255068.960404,2026-03-12T00:21:08.960406,mongodb,0.19731903076171875,10
1773255074.2405193,2026-03-12T00:21:14.240521,mongodb,0.19731903076171875,10
1773255079.5442057,2026-03-12T00:21:19.544207,mongodb,0.19731903076171875,10
1773255084.8019245,2026-03-12T00:21:24.801926,mongodb,0.19732284545898438,10
1773255090.0464294,2026-03-12T00:21:30.046432,mongodb,0.19732666015625,10
1773255096.0560455,2026-03-12T00:21:36.056047,mongodb,0.19732666015625,10
1773255101.3680968,2026-03-12T00:21:41.368098,mongodb,0.19732666015625,10
1773255106.7017465,2026-03-12T00:21:46.701748,mongodb,0.19732666015625,10
1773255112.1254869,2026-03-12T00:21:52.125488,mongodb,0,10
